index	Ontology	GO id	GO term	value	pval	qval
12473	BP	GO:1904373	response to kainic acid	1	1.0	1.0
12474	BP	GO:0071359	cellular response to dsRNA	9	1.0	1.0
12475	BP	GO:0007616	long-term memory	10	1.0	1.0
12476	BP	GO:0090117	endosome to lysosome transport of low-density lipoprotein particle	1	1.0	1.0
12477	BP	GO:0071426	ribonucleoprotein complex export from nucleus	7	1.0	1.0
12478	BP	GO:0030573	bile acid catabolic process	1	1.0	1.0
12479	BP	GO:0022027	interkinetic nuclear migration	2	1.0	1.0
12480	BP	GO:1905662	negative regulation of telomerase RNA reverse transcriptase activity	1	1.0	1.0
12481	BP	GO:0071026	cytoplasmic RNA surveillance	1	1.0	1.0
12482	BP	GO:1903900	regulation of viral life cycle	81	1.0	1.0
12483	BP	GO:0010043	response to zinc ion	23	1.0	1.0
12484	BP	GO:1901862	negative regulation of muscle tissue development	2	1.0	1.0
12485	BP	GO:0001771	immunological synapse formation	8	1.0	1.0
12486	BP	GO:0060707	trophoblast giant cell differentiation	8	1.0	1.0
12487	BP	GO:0030890	positive regulation of B cell proliferation	14	1.0	1.0
12488	BP	GO:0030193	regulation of blood coagulation	25	1.0	1.0
12489	BP	GO:0071398	cellular response to fatty acid	18	1.0	1.0
12490	BP	GO:0036152	phosphatidylethanolamine acyl-chain remodeling	5	1.0	1.0
12491	BP	GO:0001973	G protein-coupled adenosine receptor signaling pathway	2	1.0	1.0
12492	BP	GO:0071332	cellular response to fructose stimulus	4	1.0	1.0
12493	BP	GO:1902603	carnitine transmembrane transport	1	1.0	1.0
12494	BP	GO:0002920	regulation of humoral immune response	15	1.0	1.0
12495	BP	GO:0045064	T-helper 2 cell differentiation	2	1.0	1.0
12496	BP	GO:0060912	cardiac cell fate specification	1	1.0	1.0
12497	BP	GO:0048478	replication fork protection	2	1.0	1.0
12498	BP	GO:0043316	cytotoxic T cell degranulation	1	1.0	1.0
12499	BP	GO:0009595	detection of biotic stimulus	7	1.0	1.0
12500	BP	GO:0000022	mitotic spindle elongation	1	1.0	1.0
12501	BP	GO:2000815	regulation of mRNA stability involved in response to oxidative stress	2	1.0	1.0
12502	BP	GO:1905035	negative regulation of antifungal innate immune response	1	1.0	1.0
12503	BP	GO:0002089	lens morphogenesis in camera-type eye	1	1.0	1.0
12504	BP	GO:0072040	negative regulation of mesenchymal cell apoptotic process involved in nephron morphogenesis	2	1.0	1.0
12505	BP	GO:0072104	glomerular capillary formation	3	1.0	1.0
12506	BP	GO:0034093	positive regulation of maintenance of sister chromatid cohesion	4	1.0	1.0
12507	BP	GO:0016198	axon choice point recognition	4	1.0	1.0
12508	BP	GO:0030328	prenylcysteine catabolic process	1	1.0	1.0
12509	BP	GO:0051716	cellular response to stimulus	1213	1.0	1.0
12510	BP	GO:1903146	regulation of autophagy of mitochondrion	8	1.0	1.0
12511	BP	GO:0046326	positive regulation of glucose import	22	1.0	1.0
12512	BP	GO:2000316	regulation of T-helper 17 type immune response	10	1.0	1.0
12513	BP	GO:2001170	negative regulation of ATP biosynthetic process	1	1.0	1.0
12514	BP	GO:0034773	histone H4-K20 trimethylation	4	1.0	1.0
12515	BP	GO:0019243	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione	1	1.0	1.0
12516	BP	GO:0035050	embryonic heart tube development	5	1.0	1.0
12517	BP	GO:0032060	bleb assembly	6	1.0	1.0
12518	BP	GO:0009791	post-embryonic development	20	1.0	1.0
12519	BP	GO:2001112	regulation of cellular response to hepatocyte growth factor stimulus	1	1.0	1.0
12520	BP	GO:0051005	negative regulation of lipoprotein lipase activity	3	1.0	1.0
12521	BP	GO:0051588	regulation of neurotransmitter transport	43	1.0	1.0
12522	BP	GO:1990166	protein localization to site of double-strand break	3	1.0	1.0
12523	BP	GO:0006290	pyrimidine dimer repair	1	1.0	1.0
12524	BP	GO:0060632	regulation of microtubule-based movement	22	1.0	1.0
12525	BP	GO:0002154	thyroid hormone mediated signaling pathway	1	1.0	1.0
12526	BP	GO:1902963	negative regulation of metalloendopeptidase activity involved in amyloid precursor protein catabolic process	2	1.0	1.0
12527	BP	GO:0045992	negative regulation of embryonic development	1	1.0	1.0
12528	BP	GO:0030224	monocyte differentiation	4	1.0	1.0
12529	BP	GO:0009398	FMN biosynthetic process	1	1.0	1.0
12530	BP	GO:0036481	intrinsic apoptotic signaling pathway in response to hydrogen peroxide	2	1.0	1.0
12531	BP	GO:1903541	regulation of exosomal secretion	9	1.0	1.0
12532	BP	GO:1904694	negative regulation of vascular associated smooth muscle contraction	1	1.0	1.0
12533	BP	GO:0097527	necroptotic signaling pathway	5	1.0	1.0
12534	BP	GO:0050926	regulation of positive chemotaxis	10	1.0	1.0
12535	BP	GO:0038203	TORC2 signaling	3	1.0	1.0
12536	BP	GO:0019755	one-carbon compound transport	9	1.0	1.0
12537	BP	GO:0040020	regulation of meiotic nuclear division	17	1.0	1.0
12538	BP	GO:0001569	branching involved in blood vessel morphogenesis	7	1.0	1.0
12539	BP	GO:0031947	negative regulation of glucocorticoid biosynthetic process	2	1.0	1.0
12540	BP	GO:1990683	DNA double-strand break attachment to nuclear envelope	1	1.0	1.0
12541	BP	GO:0036265	RNA (guanine-N7)-methylation	6	1.0	1.0
12542	BP	GO:0046726	positive regulation by virus of viral protein levels in host cell	2	1.0	1.0
12543	BP	GO:0071168	protein localization to chromatin	12	1.0	1.0
12544	BP	GO:0048753	pigment granule organization	14	1.0	1.0
12545	BP	GO:0090087	regulation of peptide transport	81	1.0	1.0
12546	BP	GO:0042940	D-amino acid transport	5	1.0	1.0
12547	BP	GO:1904417	positive regulation of xenophagy	4	1.0	1.0
12548	BP	GO:0032364	oxygen homeostasis	2	1.0	1.0
12549	BP	GO:0032754	positive regulation of interleukin-5 production	5	1.0	1.0
12550	BP	GO:1904869	regulation of protein localization to Cajal body	6	1.0	1.0
12551	BP	GO:0070167	regulation of biomineral tissue development	38	1.0	1.0
12552	BP	GO:0048545	response to steroid hormone	88	1.0	1.0
12553	BP	GO:0030513	positive regulation of BMP signaling pathway	9	1.0	1.0
12554	BP	GO:0071486	cellular response to high light intensity	1	1.0	1.0
12555	BP	GO:1903771	positive regulation of beta-galactosidase activity	1	1.0	1.0
12556	BP	GO:1901071	glucosamine-containing compound metabolic process	9	1.0	1.0
12557	BP	GO:1901136	carbohydrate derivative catabolic process	72	1.0	1.0
12558	BP	GO:0051086	chaperone mediated protein folding independent of cofactor	1	1.0	1.0
12559	BP	GO:0038162	erythropoietin-mediated signaling pathway	1	1.0	1.0
12560	BP	GO:0098942	retrograde trans-synaptic signaling by trans-synaptic protein complex	1	1.0	1.0
12561	BP	GO:0048227	plasma membrane to endosome transport	5	1.0	1.0
12562	BP	GO:0032008	positive regulation of TOR signaling	16	1.0	1.0
12563	BP	GO:1904879	positive regulation of calcium ion transmembrane transport via high voltage-gated calcium channel	1	1.0	1.0
12564	BP	GO:0060447	bud outgrowth involved in lung branching	1	1.0	1.0
12565	BP	GO:0002532	production of molecular mediator involved in inflammatory response	4	1.0	1.0
12566	BP	GO:1905445	positive regulation of clathrin coat assembly	1	1.0	1.0
12567	BP	GO:0035617	stress granule disassembly	4	1.0	1.0
12568	BP	GO:1904651	positive regulation of fat cell apoptotic process	1	1.0	1.0
12569	BP	GO:1900138	negative regulation of phospholipase A2 activity	1	1.0	1.0
12570	BP	GO:0007612	learning	56	1.0	1.0
12571	BP	GO:0006601	creatine biosynthetic process	1	1.0	1.0
12572	BP	GO:0007356	thorax and anterior abdomen determination	3	1.0	1.0
12573	BP	GO:0006821	chloride transport	36	1.0	1.0
12574	BP	GO:0090277	positive regulation of peptide hormone secretion	39	1.0	1.0
12575	BP	GO:0034723	DNA replication-dependent nucleosome organization	28	1.0	1.0
12576	BP	GO:0046320	regulation of fatty acid oxidation	15	1.0	1.0
12577	BP	GO:0048022	negative regulation of melanin biosynthetic process	3	1.0	1.0
12578	BP	GO:0006565	L-serine catabolic process	5	1.0	1.0
12579	BP	GO:0010652	positive regulation of cell communication by chemical coupling	2	1.0	1.0
12580	BP	GO:0015811	L-cystine transport	1	1.0	1.0
12581	BP	GO:0034761	positive regulation of iron ion transmembrane transport	1	1.0	1.0
12582	BP	GO:0006706	steroid catabolic process	8	1.0	1.0
12583	BP	GO:2001199	negative regulation of dendritic cell differentiation	2	1.0	1.0
12584	BP	GO:0090086	negative regulation of protein deubiquitination	2	1.0	1.0
12585	BP	GO:0043631	RNA polyadenylation	13	1.0	1.0
12586	BP	GO:0097340	inhibition of cysteine-type endopeptidase activity	2	1.0	1.0
12587	BP	GO:0070585	protein localization to mitochondrion	35	1.0	1.0
12588	BP	GO:0051875	pigment granule localization	16	1.0	1.0
12589	BP	GO:1903336	negative regulation of vacuolar transport	1	1.0	1.0
12590	BP	GO:0003105	negative regulation of glomerular filtration	1	1.0	1.0
12591	BP	GO:2000169	regulation of peptidyl-cysteine S-nitrosylation	2	1.0	1.0
12592	BP	GO:0033373	maintenance of protease location in mast cell secretory granule	1	1.0	1.0
12593	BP	GO:0019367	fatty acid elongation, saturated fatty acid	5	1.0	1.0
12594	BP	GO:2000857	positive regulation of mineralocorticoid secretion	1	1.0	1.0
12595	BP	GO:0003188	heart valve formation	6	1.0	1.0
12596	BP	GO:0031460	glycine betaine transport	1	1.0	1.0
12597	BP	GO:2001178	positive regulation of mediator complex assembly	1	1.0	1.0
12598	BP	GO:0032689	negative regulation of interferon-gamma production	22	1.0	1.0
12599	BP	GO:0009584	detection of visible light	10	1.0	1.0
12600	BP	GO:0042946	glucoside transport	1	1.0	1.0
12601	BP	GO:0070221	sulfide oxidation, using sulfide:quinone oxidoreductase	1	1.0	1.0
12602	BP	GO:0051394	regulation of nerve growth factor receptor activity	1	1.0	1.0
12603	BP	GO:0097028	dendritic cell differentiation	11	1.0	1.0
12604	BP	GO:1903912	negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation	3	1.0	1.0
12605	BP	GO:1904396	regulation of neuromuscular junction development	4	1.0	1.0
12606	BP	GO:0032727	positive regulation of interferon-alpha production	5	1.0	1.0
12607	BP	GO:1990403	embryonic brain development	2	1.0	1.0
12608	BP	GO:0099075	mitochondrion-derived vesicle mediated transport	1	1.0	1.0
12609	BP	GO:0030242	autophagy of peroxisome	3	1.0	1.0
12610	BP	GO:0071379	cellular response to prostaglandin stimulus	6	1.0	1.0
12611	BP	GO:0032014	positive regulation of ARF protein signal transduction	1	1.0	1.0
12612	BP	GO:0061739	protein lipidation involved in autophagosome assembly	3	1.0	1.0
12613	BP	GO:0043972	histone H3-K23 acetylation	1	1.0	1.0
12614	BP	GO:0030388	fructose 1,6-bisphosphate metabolic process	5	1.0	1.0
12615	CC	GO:0005575	cellular_component	7698	1.0	1.0
12616	CC	GO:0110165	cellular anatomical entity	7649	1.0	1.0
12617	CC	GO:1990584	cardiac Troponin complex	3	1.0	1.0
12618	CC	GO:0017122	protein N-acetylglucosaminyltransferase complex	1	1.0	1.0
12619	CC	GO:0033176	proton-transporting V-type ATPase complex	12	1.0	1.0
12620	CC	GO:0045240	dihydrolipoyl dehydrogenase complex	3	1.0	1.0
12621	CC	GO:0071664	catenin-TCF7L2 complex	3	1.0	1.0
12622	CC	GO:0036057	slit diaphragm	6	1.0	1.0
12623	CC	GO:0060091	kinocilium	3	1.0	1.0
12624	CC	GO:0070652	HAUS complex	5	1.0	1.0
12625	CC	GO:0071011	precatalytic spliceosome	37	1.0	1.0
12626	CC	GO:0097134	cyclin E1-CDK2 complex	1	1.0	1.0
12627	CC	GO:0005869	dynactin complex	6	1.0	1.0
12628	CC	GO:0072558	NLRP1 inflammasome complex	1	1.0	1.0
12629	CC	GO:0031095	platelet dense tubular network membrane	2	1.0	1.0
12630	CC	GO:0032300	mismatch repair complex	5	1.0	1.0
12631	CC	GO:0031970	organelle envelope lumen	38	1.0	1.0
12632	CC	GO:0005677	chromatin silencing complex	5	1.0	1.0
12633	CC	GO:0034702	ion channel complex	90	1.0	1.0
12634	CC	GO:0097124	cyclin A2-CDK2 complex	1	1.0	1.0
12635	CC	GO:0005591	collagen type VIII trimer	1	1.0	1.0
12636	CC	GO:0098794	postsynapse	105	1.0	1.0
12637	CC	GO:0031431	Dbf4-dependent protein kinase complex	2	1.0	1.0
12638	CC	GO:0043540	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex	1	1.0	1.0
12639	CC	GO:0044307	dendritic branch	1	1.0	1.0
12640	CC	GO:0061845	neuron projection branch point	1	1.0	1.0
12641	CC	GO:0005787	signal peptidase complex	3	1.0	1.0
12642	CC	GO:0090619	meiotic spindle pole	1	1.0	1.0
12643	CC	GO:0000438	core TFIIH complex portion of holo TFIIH complex	1	1.0	1.0
12644	CC	GO:0071204	histone pre-mRNA 3'end processing complex	3	1.0	1.0
12645	CC	GO:0071564	npBAF complex	6	1.0	1.0
12646	CC	GO:0099524	postsynaptic cytosol	8	1.0	1.0
12647	CC	GO:0042101	T cell receptor complex	7	1.0	1.0
12648	CC	GO:0031092	platelet alpha granule membrane	4	1.0	1.0
12649	CC	GO:0031308	intrinsic component of nuclear outer membrane	1	1.0	1.0
12650	CC	GO:0098892	extrinsic component of postsynaptic specialization membrane	2	1.0	1.0
12651	CC	GO:0101004	cytolytic granule membrane	2	1.0	1.0
12652	CC	GO:0035517	PR-DUB complex	2	1.0	1.0
12653	CC	GO:0045180	basal cortex	2	1.0	1.0
12654	CC	GO:0005963	magnesium-dependent protein serine/threonine phosphatase complex	12	1.0	1.0
12655	CC	GO:0097413	Lewy body	1	1.0	1.0
12656	CC	GO:0005694	chromosome	156	1.0	1.0
12657	CC	GO:0000506	glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex	2	1.0	1.0
12658	CC	GO:0031235	intrinsic component of the cytoplasmic side of the plasma membrane	3	1.0	1.0
12659	CC	GO:0005697	telomerase holoenzyme complex	14	1.0	1.0
12660	CC	GO:0020005	symbiont-containing vacuole membrane	1	1.0	1.0
12661	CC	GO:0031414	N-terminal protein acetyltransferase complex	5	1.0	1.0
12662	CC	GO:0000421	autophagosome membrane	21	1.0	1.0
12663	CC	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	7	1.0	1.0
12664	CC	GO:1990391	DNA repair complex	23	1.0	1.0
12665	CC	GO:0098984	neuron to neuron synapse	15	1.0	1.0
12666	CC	GO:0000118	histone deacetylase complex	41	1.0	1.0
12667	CC	GO:0070319	Golgi to plasma membrane transport vesicle	2	1.0	1.0
12668	CC	GO:0005790	smooth endoplasmic reticulum	11	1.0	1.0
12669	CC	GO:1904090	peptidase inhibitor complex	2	1.0	1.0
12670	CC	GO:0070522	ERCC4-ERCC1 complex	2	1.0	1.0
12671	CC	GO:0044298	cell body membrane	9	1.0	1.0
12672	CC	GO:1902493	acetyltransferase complex	52	1.0	1.0
12673	CC	GO:1990617	CHOP-ATF4 complex	2	1.0	1.0
12674	CC	GO:0043219	lateral loop	2	1.0	1.0
12675	CC	GO:0031515	tRNA (m1A) methyltransferase complex	1	1.0	1.0
12676	CC	GO:0097539	ciliary transition fiber	5	1.0	1.0
12677	CC	GO:0051286	cell tip	1	1.0	1.0
12678	CC	GO:1990777	lipoprotein particle	15	1.0	1.0
12679	CC	GO:0014731	spectrin-associated cytoskeleton	5	1.0	1.0
12680	CC	GO:0098556	cytoplasmic side of rough endoplasmic reticulum membrane	3	1.0	1.0
12681	CC	GO:0097440	apical dendrite	7	1.0	1.0
12682	CC	GO:1990037	Lewy body core	1	1.0	1.0
12683	CC	GO:0048179	activin receptor complex	1	1.0	1.0
12684	CC	GO:1990674	Golgi cis cisterna membrane	1	1.0	1.0
12685	CC	GO:0000813	ESCRT I complex	7	1.0	1.0
12686	CC	GO:1990742	microvesicle	2	1.0	1.0
12687	CC	GO:0031902	late endosome membrane	77	1.0	1.0
12688	CC	GO:1990630	IRE1-RACK1-PP2A complex	1	1.0	1.0
12689	CC	GO:0030008	TRAPP complex	10	1.0	1.0
12690	CC	GO:0034456	UTP-C complex	1	1.0	1.0
12691	CC	GO:0010370	perinucleolar chromocenter	1	1.0	1.0
12692	CC	GO:0034464	BBSome	2	1.0	1.0
12693	CC	GO:0016012	sarcoglycan complex	4	1.0	1.0
12694	CC	GO:0005740	mitochondrial envelope	3	1.0	1.0
12695	CC	GO:0030895	apolipoprotein B mRNA editing enzyme complex	1	1.0	1.0
12696	CC	GO:0070847	core mediator complex	4	1.0	1.0
12697	CC	GO:0098666	G protein-coupled serotonin receptor complex	2	1.0	1.0
12698	CC	GO:0038201	TOR complex	2	1.0	1.0
12699	CC	GO:0042629	mast cell granule	5	1.0	1.0
12700	CC	GO:0070032	synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex	3	1.0	1.0
12701	CC	GO:0043204	perikaryon	69	1.0	1.0
12702	CC	GO:0071817	MMXD complex	2	1.0	1.0
12703	CC	GO:0043564	Ku70:Ku80 complex	2	1.0	1.0
12704	CC	GO:0000176	nuclear exosome (RNase complex)	8	1.0	1.0
12705	CC	GO:0000796	condensin complex	1	1.0	1.0
12706	CC	GO:0030665	clathrin-coated vesicle membrane	53	1.0	1.0
12707	CC	GO:0045271	respiratory chain complex I	17	1.0	1.0
12708	CC	GO:0042709	succinate-CoA ligase complex	1	1.0	1.0
12709	CC	GO:1990204	oxidoreductase complex	40	1.0	1.0
12710	CC	GO:0031467	Cul7-RING ubiquitin ligase complex	2	1.0	1.0
12711	CC	GO:1990023	mitotic spindle midzone	3	1.0	1.0
12712	CC	GO:0097180	serine protease inhibitor complex	1	1.0	1.0
12713	CC	GO:0097648	G protein-coupled receptor complex	3	1.0	1.0
12714	CC	GO:0005923	bicellular tight junction	70	1.0	1.0
12715	CC	GO:0019773	proteasome core complex, alpha-subunit complex	6	1.0	1.0
12716	CC	GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex	5	1.0	1.0
12717	CC	GO:1990696	USH2 complex	2	1.0	1.0
12718	CC	GO:0071001	U4/U6 snRNP	1	1.0	1.0
12719	CC	GO:0034515	proteasome storage granule	1	1.0	1.0
12720	CC	GO:0034271	phosphatidylinositol 3-kinase complex, class III, type I	2	1.0	1.0
12721	CC	GO:0070938	contractile ring	2	1.0	1.0
12722	CC	GO:0033178	proton-transporting two-sector ATPase complex, catalytic domain	10	1.0	1.0
12723	CC	GO:0031262	Ndc80 complex	3	1.0	1.0
12724	CC	GO:0036409	histone H3-K14 acetyltransferase complex	2	1.0	1.0
12725	CC	GO:0032997	Fc receptor complex	2	1.0	1.0
12726	CC	GO:0031091	platelet alpha granule	4	1.0	1.0
12727	CC	GO:0005915	zonula adherens	7	1.0	1.0
12728	CC	GO:0072687	meiotic spindle	6	1.0	1.0
12729	CC	GO:0046658	anchored component of plasma membrane	21	1.0	1.0
12730	CC	GO:0097651	phosphatidylinositol 3-kinase complex, class I	1	1.0	1.0
12731	CC	GO:0097225	sperm midpiece	16	1.0	1.0
12732	CC	GO:0090534	calcium ion-transporting ATPase complex	1	1.0	1.0
12733	CC	GO:0097145	BAK complex	2	1.0	1.0
12734	CC	GO:0000793	condensed chromosome	19	1.0	1.0
12735	CC	GO:0031166	integral component of vacuolar membrane	2	1.0	1.0
12736	CC	GO:0098850	extrinsic component of synaptic vesicle membrane	2	1.0	1.0
12737	CC	GO:1905360	GTPase complex	13	1.0	1.0
12738	CC	GO:0005828	kinetochore microtubule	2	1.0	1.0
12739	CC	GO:0031260	pseudopodium membrane	1	1.0	1.0
12740	CC	GO:0043257	laminin-8 complex	1	1.0	1.0
12741	CC	GO:0009331	glycerol-3-phosphate dehydrogenase complex	1	1.0	1.0
12742	CC	GO:0031436	BRCA1-BARD1 complex	1	1.0	1.0
12743	CC	GO:0000930	gamma-tubulin complex	6	1.0	1.0
12744	CC	GO:0042470	melanosome	58	1.0	1.0
12745	CC	GO:0005577	fibrinogen complex	1	1.0	1.0
12746	CC	GO:1902501	lysosomal HOPS complex	1	1.0	1.0
12747	CC	GO:1990761	growth cone lamellipodium	2	1.0	1.0
12748	CC	GO:0005882	intermediate filament	141	1.0	1.0
12749	CC	GO:0044354	macropinosome	4	1.0	1.0
