MT-TF	ENSG00000210049
LINC01031	ENSG00000232077
RNU2-60P	ENSG00000253099
MTRNR2L1	ENSG00000256618
LINC01758	ENSG00000229639
SMIM5	ENSG00000204323
SGO1P1	ENSG00000270615
RN7SL538P	ENSG00000240692
MIR34B	ENSG00000207811
PIN1P1	ENSG00000229359
MIR34C	ENSG00000207562
RNF227	ENSG00000179859
LRRC7-AS1	ENSG00000237919
LRRC40	ENSG00000066557
HOXB2	ENSG00000173917
LAYN	ENSG00000204381
HOXB5	ENSG00000120075
OR4D2	ENSG00000255713
RN7SL242P	ENSG00000244389
LMAN2	ENSG00000169223
ANKRD13C	ENSG00000118454
SEPTIN9	ENSG00000184640
ATP6V0D1	ENSG00000159720
HHLA3-AS1	ENSG00000226088
CTH	ENSG00000116761
SIK2	ENSG00000170145
RN7SKP273	ENSG00000223324
BTG4	ENSG00000137707
GPR156	ENSG00000175697
Metazoa_SRP	ENSG00000278636
CHORDC1P5	ENSG00000233020
CASP3P1	ENSG00000237033
MIR4261	ENSG00000265418
RN7SL66P	ENSG00000264030
HOATZ	ENSG00000183644
E2F2	ENSG00000007968
HPCAL1	ENSG00000115756
KCNAB1	ENSG00000169282
NDUFA12	ENSG00000184752
ZNF559	ENSG00000188321
TMEM86A	ENSG00000151117
RGS14	ENSG00000169220
ID3	ENSG00000117318
IGSF22	ENSG00000179057
RPL11	ENSG00000142676
HPR	ENSG00000261701
RNF10	ENSG00000022840
IGSF22-AS1	ENSG00000254966
PTPN5	ENSG00000110786
PDXDC1	ENSG00000179889
PITHD1	ENSG00000057757
BRD9	ENSG00000028310
ODC1	ENSG00000115758
LYPLA2	ENSG00000011009
SNRPD2	ENSG00000125743
OR10H2	ENSG00000171942
TGFBR3L	ENSG00000260001
GFY	ENSG00000261949
DAND5	ENSG00000179284
SNORA80B	ENSG00000206633
OR10H5	ENSG00000172519
OR10H3	ENSG00000171936
OR7E24	ENSG00000237521
OR1I1	ENSG00000094661
SPEG	ENSG00000072195
MRGPRX8P	ENSG00000276789
ARHGAP45	ENSG00000180448
MRGPRX7P	ENSG00000254529
MRGPRX6P	ENSG00000254541
MRGPRX5P	ENSG00000255536
GALE	ENSG00000117308
MRGPRX11P	ENSG00000254738
MRGPRX10P	ENSG00000254720
MRGPRX9P	ENSG00000255424
MRGPRX2	ENSG00000183695
MRGPRX1	ENSG00000170255
LINC02730	ENSG00000255406
JAM3	ENSG00000166086
TRIP13	ENSG00000071539
SLC25A3	ENSG00000075415
CGGBP1	ENSG00000163320
NKD2	ENSG00000145506
ZNF654	ENSG00000175105
CFHR2	ENSG00000080910
RNU6ATAC6P	ENSG00000221059
PTP4A2P2	ENSG00000254481
SCN5A	ENSG00000183873
VPS26B	ENSG00000151502
ASIC4-AS1	ENSG00000227432
CFHR5	ENSG00000134389
SLC12A7	ENSG00000113504
MIR3132	ENSG00000265252
OBSL1	ENSG00000124006
SEPTIN14P12	ENSG00000235748
THYN1	ENSG00000151500
MRPS21P3	ENSG00000221879
Y_RNA	ENSG00000199241
HNRNPL	ENSG00000104824
THAP12P8	ENSG00000223963
RFKP1	ENSG00000215802
HNRNPA1P42	ENSG00000233615
MIR3123	ENSG00000265831
MIR4635	ENSG00000263834
RNA5SP192	ENSG00000201274
UQCRQ	ENSG00000164405
APCS	ENSG00000132703
APAF1	ENSG00000120868
LEAP2	ENSG00000164406
CRPP1	ENSG00000223603
CRP	ENSG00000132693
ACAD8	ENSG00000151498
NSD1	ENSG00000165671
DUSP23	ENSG00000158716
FCRL6	ENSG00000181036
OR10H1	ENSG00000186723
INHA	ENSG00000123999
OR7A10	ENSG00000127515
CDX1	ENSG00000113722
NR2F6	ENSG00000160113
RN7SKP213	ENSG00000222678
DOCK2	ENSG00000134516
STK11IP	ENSG00000144589
TFPT	ENSG00000105619
RPL12P37	ENSG00000240270
CHMP6	ENSG00000176108
SLAMF8	ENSG00000158714
ATM	ENSG00000149311
VSIG8	ENSG00000243284
PLCG2	ENSG00000197943
ODF3L2	ENSG00000181781
NECTIN2	ENSG00000130202
CFAP45	ENSG00000213085
BAIAP2-DT	ENSG00000226137
AATK	ENSG00000181409
SLC4A3	ENSG00000114923
TOMM40	ENSG00000130204
MIR4259	ENSG00000266458
SLAMF9	ENSG00000162723
MIR657	ENSG00000207736
MIR3065	ENSG00000211563
MIR338	ENSG00000283604
MIR1250	ENSG00000221025
PVALEF	ENSG00000225180
TEPSIN	ENSG00000167302
SNHG28	ENSG00000188004
MIR4254	ENSG00000266580
APOE	ENSG00000130203
GALK1	ENSG00000108479
U3	ENSG00000221040
ATP1A1	ENSG00000163399
GLB1L3	ENSG00000166105
APOC1	ENSG00000130208
NPIPB12	ENSG00000169203
DNAJB6P3	ENSG00000231802
LINC02832	ENSG00000227308
RPL23P4	ENSG00000223903
CCDC113	ENSG00000103021
TIMM22	ENSG00000177370
CTNND2	ENSG00000169862
SNORA70B	ENSG00000206937
MIR3183	ENSG00000264429
Metazoa_SRP	ENSG00000278794
RPS29P10	ENSG00000226884
RNU6-1145P	ENSG00000206973
OR5T3	ENSG00000172489
BHLHA9	ENSG00000205899
APOC4	ENSG00000267467
SDC1	ENSG00000115884
TRARG1	ENSG00000184811
OR52E5	ENSG00000277932
PRDM11	ENSG00000019485
APOC4-APOC2	ENSG00000224916
YWHAE	ENSG00000108953
APOC2	ENSG00000234906
RANBP10	ENSG00000141084
DRG1P1	ENSG00000235411
RNU7-113P	ENSG00000238735
SLC7A15P	ENSG00000232800
DEAF1	ENSG00000177030
RNA5SP86	ENSG00000212171
RHOB	ENSG00000143878
Y_RNA	ENSG00000200829
CLPTM1	ENSG00000104853
RNU6-817P	ENSG00000212385
LINC01762	ENSG00000233154
RPL5P7	ENSG00000234415
LINC01960	ENSG00000260868
RPSAP24	ENSG00000235414
Y_RNA	ENSG00000200547
OLA1	ENSG00000138430
ZBTB41	ENSG00000177888
ABR	ENSG00000159842
EFNA4	ENSG00000243364
EFNA3	ENSG00000143590
SMG1	ENSG00000157106
Y_RNA	ENSG00000202027
EFNA1	ENSG00000169242
TP63	ENSG00000073282
SHANK2	ENSG00000162105
RN7SL65P	ENSG00000243770
Y_RNA	ENSG00000201088
LRRC2P1	ENSG00000227180
SLC50A1	ENSG00000169241
HNRNPA1P39	ENSG00000237804
LINC01305	ENSG00000231453
SP9	ENSG00000217236
CIR1	ENSG00000138433
SCRN3	ENSG00000144306
ZNF44	ENSG00000197857
ZNF563	ENSG00000188868
ZNF442	ENSG00000198342
RPS29P23	ENSG00000231361
HMGN2P18	ENSG00000223452
KRTCAP2	ENSG00000163463
RPA3P1	ENSG00000179997
ZNF799	ENSG00000196466
RNU6-5P	ENSG00000206965
IZUMO1R	ENSG00000183560
ZNF443	ENSG00000180855
MIR92B	ENSG00000284586
NCAPD3	ENSG00000151503
ZNF709	ENSG00000242852
THBS3	ENSG00000169231
GIGYF2	ENSG00000204120
MTND2P40	ENSG00000236483
MTCO1P27	ENSG00000232579
MTCO2P27	ENSG00000230321
MTATP6P27	ENSG00000234003
PPIAP20	ENSG00000235686
GCDH	ENSG00000105607
C17orf67	ENSG00000214226
MRNIP	ENSG00000161010
DGKE	ENSG00000153933
CREBL2	ENSG00000111269
RPL21P136	ENSG00000271215
GPR19	ENSG00000183150
SYCE2	ENSG00000161860
RNU6-165P	ENSG00000252979
HMGN1P32	ENSG00000237589
SEPTIN7P8	ENSG00000229000
APOLD1	ENSG00000178878
MIR371A	ENSG00000199031
MIR371B	ENSG00000284568
MIR372	ENSG00000199095
MIR373	ENSG00000199143
NLRP12	ENSG00000142405
TRIM25	ENSG00000121060
ANKRD11	ENSG00000167522
MIR613	ENSG00000207983
STX8P1	ENSG00000270296
DDX47	ENSG00000213782
MASP1	ENSG00000127241
MTX1P1	ENSG00000236675
GBA	ENSG00000177628
WDR45B	ENSG00000141580
MYADM-AS1	ENSG00000228323
MYADM	ENSG00000179820
CLIC1P1	ENSG00000231313
RPL12P33	ENSG00000244585
HNF1A-AS1	ENSG00000241388
SLC30A5	ENSG00000145740
HNF1A	ENSG00000135100
RNU6-678P	ENSG00000252641
RNA5SP140	ENSG00000201394
TF	ENSG00000091513
PRKCG	ENSG00000126583
RAB40B	ENSG00000141542
SCAMP3	ENSG00000116521
FBXL17	ENSG00000145743
AP2A2	ENSG00000183020
MIR4525	ENSG00000266107
SLCO2A1	ENSG00000174640
FN3KRP	ENSG00000141560
ARL15	ENSG00000185305
CLK2	ENSG00000176444
DHX29	ENSG00000067248
CACNG7	ENSG00000105605
GPX1	ENSG00000233276
CACNG8	ENSG00000142408
MIR935	ENSG00000284583
H3P13	ENSG00000243977
CACNG6	ENSG00000130433
PEX5L-AS1	ENSG00000243799
FN3K	ENSG00000167363
PEX5L-AS2	ENSG00000244302
UQCRHP4	ENSG00000242728
MDFIC2	ENSG00000242120
HCN3	ENSG00000143630
CPB1	ENSG00000153002
VSTM1	ENSG00000189068
DHCR7	ENSG00000172893
TBCD	ENSG00000141556
PKLR	ENSG00000143627
HP	ENSG00000257017
ATP2A2	ENSG00000174437
C5orf51	ENSG00000205765
REEP2	ENSG00000132563
IL23R	ENSG00000162594
AGTR1	ENSG00000144891
ARRDC2	ENSG00000105643
FLNB-AS1	ENSG00000244161
RNU6-586P	ENSG00000253074
DNASE1L3	ENSG00000163687
RNU4ATAC4P	ENSG00000252116
DNAJB6P4	ENSG00000228523
RNU6-387P	ENSG00000223263
RNU6-1031P	ENSG00000207504
CR1L	ENSG00000197721
CLK4	ENSG00000113240
CD46P1	ENSG00000244703
CDCA4P3	ENSG00000226289
RNA5SP534	ENSG00000274059
ABHD6	ENSG00000163686
FZR1	ENSG00000105325
CD46	ENSG00000117335
RN7SL769P	ENSG00000276956
PYM1	ENSG00000170473
RPP14	ENSG00000163684
PMEL	ENSG00000185664
FOXRED1	ENSG00000110074
PXK	ENSG00000168297
GPX3	ENSG00000211445
TSPAN4	ENSG00000214063
SDHA	ENSG00000073578
NPIPB13	ENSG00000198064
SSTR5	ENSG00000162009
SOD1P2	ENSG00000261282
SALL1	ENSG00000103449
MFSD12	ENSG00000161091
SEPTIN1	ENSG00000180096
PDE4D	ENSG00000113448
CLEC18A	ENSG00000157322
CDK2	ENSG00000123374
HMG20B	ENSG00000064961
TAF10	ENSG00000166337
GIPC3	ENSG00000179855
GLIPR1L1	ENSG00000173401
CCDC124	ENSG00000007080
TMEM216	ENSG00000187049
SLC37A4	ENSG00000137700
GLIPR1L2	ENSG00000180481
C19orf71	ENSG00000183397
FKBP8	ENSG00000105701
GLIPR1	ENSG00000139278
IL34	ENSG00000157368
TPSG1	ENSG00000116176
CDCA4P4	ENSG00000234219
MIR29B2CHG	ENSG00000203709
KATNIP	ENSG00000047578
KRR1	ENSG00000111615
MIR29C	ENSG00000284214
MIR29B2	ENSG00000284203
CD34	ENSG00000174059
EEF1B2P7	ENSG00000213055
KCNJ13	ENSG00000115474
Y_RNA	ENSG00000199781
SNORC	ENSG00000182600
LINC02767	ENSG00000284237
OR10J6P	ENSG00000158731
RNU6-828P	ENSG00000201746
RNU6-37P	ENSG00000199562
RN7SL731P	ENSG00000264501
NECAB2	ENSG00000103154
NGEF	ENSG00000066248
PGD	ENSG00000142657
OR6C4	ENSG00000179626
TLCD3B	ENSG00000149926
LMNTD1	ENSG00000152936
CENPS-CORT	ENSG00000251503
MBTPS1	ENSG00000140943
PDHB	ENSG00000168291
KXD1	ENSG00000105700
DENND2B	ENSG00000166444
CENPS	ENSG00000175279
DFFA	ENSG00000160049
NEU2	ENSG00000115488
H3P6	ENSG00000235655
CHRNA1	ENSG00000138435
TRHDE-AS1	ENSG00000236333
IL12RB2	ENSG00000081985
H3P35	ENSG00000257287
CHCHD3P2	ENSG00000257723
PPIAP49	ENSG00000260471
PSMD7	ENSG00000103035
PEX5L	ENSG00000114757
ERBB3	ENSG00000065361
UBA52	ENSG00000221983
PDPR2P	ENSG00000214331
ARL5A	ENSG00000162980
CLEC18B	ENSG00000140839
WIPF1	ENSG00000115935
RNU6-237P	ENSG00000251794
Y_RNA	ENSG00000207525
NPIPB15	ENSG00000196436
NSA2P1	ENSG00000236035
ABCC12	ENSG00000140798
SNORA77	ENSG00000221643
LAX1	ENSG00000122188
ZBED6	ENSG00000257315
RPL35AP5	ENSG00000223505
SNRPE	ENSG00000182004
NOP16	ENSG00000048162
CRLF1	ENSG00000006016
KRT8P29	ENSG00000236430
SMPDL3B	ENSG00000130768
TMEM231	ENSG00000205084
TRHDE	ENSG00000072657
REX1BD	ENSG00000006015
CCNJL	ENSG00000135083
NPLP1	ENSG00000232114
DHX57	ENSG00000163214
TMEM59L	ENSG00000105696
RN7SL559P	ENSG00000240750
XKR8	ENSG00000158156
ELOB	ENSG00000103363
TRIO	ENSG00000038382
FAM89A	ENSG00000182118
OR6C7P	ENSG00000257757
MIR1182	ENSG00000283799
OR6C75	ENSG00000187857
TRIM67-AS1	ENSG00000235710
OR6C71P	ENSG00000203408
OR6C66P	ENSG00000233606
C1orf131	ENSG00000143633
OR6C73P	ENSG00000257414
RN7SL155P	ENSG00000263490
PHC1P1	ENSG00000179899
ZNF69	ENSG00000198429
OR6C76	ENSG00000185821
PKP2	ENSG00000057294
U7	ENSG00000275504
ZNF700	ENSG00000196757
RNU6-898P	ENSG00000202497
RPS2P45	ENSG00000244378
ASS1P2	ENSG00000223922
HAS3	ENSG00000103044
RNU6-851P	ENSG00000207295
RNA5SP149	ENSG00000201822
RN7SL96P	ENSG00000265905
GAPDHP36	ENSG00000213158
SOS1-IT1	ENSG00000229692
RALBP1P1	ENSG00000239880
RNU6-198P	ENSG00000206985
HSPE1P13	ENSG00000225900
NDUFB5	ENSG00000136521
Y_RNA	ENSG00000202309
ZNF763	ENSG00000197054
FNBP1P1	ENSG00000257800
BOLA3	ENSG00000163170
LINC01144	ENSG00000281912
CHTF8	ENSG00000168802
ZNF433-AS1	ENSG00000219665
TOE1	ENSG00000132773
MOB1A	ENSG00000114978
RNA5SP464	ENSG00000252060
RNA5SP465	ENSG00000212497
RNA5SP466	ENSG00000252546
Y_RNA	ENSG00000199444
ZNF788P	ENSG00000214189
RNU6-22P	ENSG00000207083
Y_RNA	ENSG00000200164
DERPC	ENSG00000286140
TESK2	ENSG00000070759
ASS1P14	ENSG00000257316
ZNF20	ENSG00000132010
MTHFD2	ENSG00000065911
OR6C69P	ENSG00000213451
OR6C72P	ENSG00000205331
MSRB1	ENSG00000198736
OR6C6	ENSG00000188324
OR6C5P	ENSG00000230307
ANP32D	ENSG00000139223
C12orf54	ENSG00000177627
RPL3L	ENSG00000140986
RSL24D1P8	ENSG00000237273
RNA5SP467	ENSG00000212576
PPIAP36	ENSG00000236872
ZNF625-ZNF20	ENSG00000213297
CCDC163	ENSG00000280670
HSPA4	ENSG00000170606
RPS10P20	ENSG00000240443
ZNF625	ENSG00000257591
OR8S1	ENSG00000284723
OR5BS1P	ENSG00000198678
LALBA	ENSG00000167531
SBF2	ENSG00000133812
NDUFB10	ENSG00000140990
USP13	ENSG00000058056
NEUROD4	ENSG00000123307
OR9K1P	ENSG00000196534
VN2R19P	ENSG00000235974
OR9K2	ENSG00000170605
RPS16P9	ENSG00000242675
MMACHC	ENSG00000132763
OR9R1P	ENSG00000224622
KLC3	ENSG00000104892
DUSP16	ENSG00000111266
RPS2	ENSG00000140988
LINC02897	ENSG00000221953
FGFR3P6	ENSG00000226164
IL13	ENSG00000169194
ZNF731P	ENSG00000227671
MIR3916	ENSG00000283881
RNA5SP82	ENSG00000252516
VN1R17P	ENSG00000235818
VN1R5	ENSG00000197617
Y_RNA	ENSG00000202079
OR2W5P	ENSG00000203664
BDP1	ENSG00000145734
RPL13AP20	ENSG00000234498
GPRC5A	ENSG00000013588
GCSAML	ENSG00000169224
USP37	ENSG00000135913
MIR614	ENSG00000283759
GPRC5D	ENSG00000111291
HEBP1	ENSG00000013583
PPP1R13L	ENSG00000104881
HTR7P1	ENSG00000183935
ZNF750	ENSG00000141579
CACNA1C-AS4	ENSG00000256025
CACNA1C-IT3	ENSG00000256721
CACNA1C-AS3	ENSG00000256769
CACNA1C-AS2	ENSG00000256271
CACNA1C-AS1	ENSG00000246627
METRNL	ENSG00000176845
RNA5SP366	ENSG00000202324
FAM71C	ENSG00000180219
FER	ENSG00000151422
PTGES3L	ENSG00000267060
ARL6IP4	ENSG00000182196
LVRN	ENSG00000172901
SNORA10	ENSG00000206811
OR2G2	ENSG00000177489
SNORA64	ENSG00000207405
PDK2	ENSG00000005882
OR2G3	ENSG00000177476
SNORA78	ENSG00000273587
U6	ENSG00000283369
MME	ENSG00000196549
OR3D1P	ENSG00000230411
RNF151	ENSG00000179580
POLR1G	ENSG00000117877
NLRP3	ENSG00000162711
TBL3	ENSG00000183751
ERCC2	ENSG00000104884
ASCL3	ENSG00000176009
OR51F1	ENSG00000280021
VPS11	ENSG00000160695
SAMD14	ENSG00000167100
RNA5SP350	ENSG00000200168
LINC02550	ENSG00000271584
RPS17P15	ENSG00000239354
RN7SKP38	ENSG00000222714
C11orf53	ENSG00000150750
DIAPH1	ENSG00000131504
CNOT9	ENSG00000144580
COLCA1	ENSG00000196167
PRKAG1	ENSG00000181929
COLCA2	ENSG00000214290
NOXO1	ENSG00000196408
RPS2P39	ENSG00000240698
DDX10	ENSG00000178105
PPP1R9B	ENSG00000108819
RNU6-991P	ENSG00000251977
Y_RNA	ENSG00000252254
CHRM3-AS2	ENSG00000233355
COL1A1	ENSG00000108821
CHRM3-AS1	ENSG00000234601
HTD2	ENSG00000255154
RPS7P5	ENSG00000217327
RNU6-136P	ENSG00000207393
Y_RNA	ENSG00000202041
ADH5P3	ENSG00000223694
PLCD4	ENSG00000115556
CHRM3	ENSG00000133019
RNF26	ENSG00000173456
C1QTNF5	ENSG00000223953
LINC02020	ENSG00000234548
MFRP	ENSG00000235718
FAM102B	ENSG00000162636
FNIP1	ENSG00000217128
GFER	ENSG00000127554
LINC02052	ENSG00000224406
USP2	ENSG00000036672
SYNGR3	ENSG00000127561
LINC02051	ENSG00000226859
CRYGS	ENSG00000213139
TBCCD1	ENSG00000113838
HENMT1	ENSG00000162639
ZNF649-AS1	ENSG00000268095
ZNF649	ENSG00000198093
NPW	ENSG00000183971
CDKN1B	ENSG00000111276
RN7SL219P	ENSG00000265386
SLC9A3R2	ENSG00000065054
ERP29	ENSG00000089248
ZNF613	ENSG00000176024
AHSG	ENSG00000145192
BCS1L	ENSG00000074582
THY1	ENSG00000154096
Metazoa_SRP	ENSG00000275696
ZNF350	ENSG00000256683
FETUB	ENSG00000090512
SUMO2P7	ENSG00000249838
TMEM92	ENSG00000167105
NAA25	ENSG00000111300
RN7SKP148	ENSG00000222111
RNU6-226P	ENSG00000200648
HRH2	ENSG00000113749
BTF3	ENSG00000145741
DNM2	ENSG00000079805
TMEM92-AS1	ENSG00000251179
THY1-AS1	ENSG00000263873
DUXAP5	ENSG00000255377
XYLT2	ENSG00000015532
CCDC153	ENSG00000248712
PRPF38B	ENSG00000134186
MYEOV	ENSG00000172927
HRG	ENSG00000113905
IFITM9P	ENSG00000213275
IRGM	ENSG00000237693
LINC02747	ENSG00000255774
LINC01488	ENSG00000285094
FNDC7	ENSG00000143107
CCND1	ENSG00000110092
MAST4	ENSG00000069020
DNAJC19P4	ENSG00000225310
CNTN4-AS1	ENSG00000237990
MRPL27	ENSG00000108826
IL5RA	ENSG00000091181
NTHL1	ENSG00000065057
STXBP3	ENSG00000116266
LTO1	ENSG00000149716
EME1	ENSG00000154920
MIR3657	ENSG00000266370
Y_RNA	ENSG00000200688
OR1M1	ENSG00000170929
TRAFD1	ENSG00000135148
OR7G1	ENSG00000161807
OR7G15P	ENSG00000275787
OR7G3	ENSG00000170920
ZNF317	ENSG00000130803
LRRC59	ENSG00000108829
MIR1225	ENSG00000221656
ZNF598	ENSG00000167962
FGF19	ENSG00000162344
Y_RNA	ENSG00000206824
SGCA	ENSG00000108823
RNF25	ENSG00000163481
SPATA42	ENSG00000203897
DNAJB6P5	ENSG00000256441
FGF4	ENSG00000075388
OR7D2	ENSG00000188000
RANP5	ENSG00000228054
SETP16	ENSG00000254621
TMEM167B-DT	ENSG00000273382
Y_RNA	ENSG00000201535
CXCR5	ENSG00000160683
TMEM167B	ENSG00000215717
ELOCP29	ENSG00000267418
OR7E16P	ENSG00000267775
OR7E25P	ENSG00000187847
OR7D4	ENSG00000174667
BCL9L	ENSG00000186174
SCARNA2	ENSG00000278249
CIC	ENSG00000079432
Y_RNA	ENSG00000200135
OR14L1P	ENSG00000198452
MIR6861	ENSG00000283793
RN7SKP71	ENSG00000201428
RPL7AP60	ENSG00000213152
MIR4492	ENSG00000264211
HECTD4	ENSG00000173064
UPK2	ENSG00000110375
DAP3	ENSG00000132676
STK36	ENSG00000163482
RN7SL688P	ENSG00000239726
Y_RNA	ENSG00000222529
FOXR1	ENSG00000176302
TSC2	ENSG00000103197
TBC1D3P2	ENSG00000188755
HMBS	ENSG00000256269
EFCAB3	ENSG00000172421
DBN1	ENSG00000113758
RNU7-52P	ENSG00000251981
RPS23P7	ENSG00000239527
TRNT1	ENSG00000072756
METTL2A	ENSG00000087995
C1RL	ENSG00000139178
PLEKHF1	ENSG00000166289
MRC2	ENSG00000011028
OR7A17	ENSG00000185385
OR7A18P	ENSG00000269678
DMPK	ENSG00000104936
TTLL4	ENSG00000135912
IQSEC3P1	ENSG00000256902
RHOA	ENSG00000067560
MSTO2P	ENSG00000203761
SYT11	ENSG00000132718
CACNA1C	ENSG00000151067
PCDHGB6	ENSG00000253305
U4	ENSG00000283442
RIT1	ENSG00000143622
MCTP1	ENSG00000175471
ACAD9	ENSG00000177646
NWD1	ENSG00000188039
Y_RNA	ENSG00000207382
RNU6-446P	ENSG00000199697
KHDC4	ENSG00000132680
TLK2	ENSG00000146872
CYP27A1	ENSG00000135929
PRKAG3	ENSG00000115592
SNORA80E	ENSG00000207475
SCARNA4	ENSG00000280466
SCARNA4	ENSG00000281394
MIR6738	ENSG00000277817
ARHGEF2-AS2	ENSG00000273002
ARHGEF2-AS1	ENSG00000224276
SSR2	ENSG00000163479
C2CD5	ENSG00000111731
MIR9500	ENSG00000283639
RPL23AP31	ENSG00000232625
MIR4439	ENSG00000263828
DIRC1	ENSG00000174325
SIN3B	ENSG00000127511
Y_RNA	ENSG00000252250
NFU1	ENSG00000169599
PLEKHG4B	ENSG00000153404
GP9	ENSG00000169704
RAB43	ENSG00000172780
UBQLN4	ENSG00000160803
SLC22A25	ENSG00000196600
PDE6A	ENSG00000132915
RN7SL604P	ENSG00000244236
SNORA36C	ENSG00000207016
RPL36AP16	ENSG00000232228
B3GALNT1P1	ENSG00000229948
LAMTOR2	ENSG00000116586
ZNF142	ENSG00000115568
ISY1-RAB43	ENSG00000261796
CELF1	ENSG00000149187
RAB25	ENSG00000132698
ISY1	ENSG00000240682
PMF1-BGLAP	ENSG00000260238
F2RL3	ENSG00000127533
MFFP2	ENSG00000251583
Y_RNA	ENSG00000200334
SLC26A2	ENSG00000155850
CPAMD8	ENSG00000160111
CACNB4	ENSG00000182389
SLC22A5	ENSG00000197375
BGLAP	ENSG00000242252
SMG5	ENSG00000198952
LIMD1-AS1	ENSG00000230530
SACM1L	ENSG00000211456
RN7SL835P	ENSG00000264250
RN7SL823P	ENSG00000263595
HAUS8	ENSG00000131351
AP3B1	ENSG00000132842
TMEM79	ENSG00000163472
SHC1P2	ENSG00000267691
SLC4A1	ENSG00000004939
SMIM38	ENSG00000284713
MS4A1	ENSG00000156738
GLMP	ENSG00000198715
NLRP10	ENSG00000182261
GLYATL1	ENSG00000166840
CCT3	ENSG00000163468
CBARP-DT	ENSG00000267778
SLC6A20	ENSG00000163817
ATP5F1D	ENSG00000099624
FGF6	ENSG00000111241
DDIT3	ENSG00000175197
ATP6V1G1P6	ENSG00000249372
RNU6-183P	ENSG00000200331
Y_RNA	ENSG00000206714
GDF9	ENSG00000164404
SMIM35	ENSG00000255274
ZDHHC11	ENSG00000188818
ANAPC7	ENSG00000196510
MIR3164	ENSG00000265539
SCN1B	ENSG00000105711
TMEM138	ENSG00000149483
RN7SL507P	ENSG00000239702
RUNDC3A-AS1	ENSG00000267750
U3	ENSG00000221496
RNU6-453P	ENSG00000252628
RUNDC3A	ENSG00000108309
SDHDP4	ENSG00000236930
CXCR6	ENSG00000172215
RN7SL23P	ENSG00000240823
PCDHB2	ENSG00000112852
NRBF2P2	ENSG00000226933
MIR4488	ENSG00000266006
RIC3-DT	ENSG00000246820
RNU6-488P	ENSG00000251727
LMO1	ENSG00000166407
PROS1	ENSG00000184500
PCDHB3	ENSG00000113205
PCDHB4	ENSG00000081818
STK33	ENSG00000130413
PCDHB5	ENSG00000113209
SHISA7	ENSG00000187902
PCDHB6	ENSG00000113211
PCDHB17P	ENSG00000255622
ZNF180	ENSG00000167384
PCDHB7	ENSG00000113212
PCDHB8	ENSG00000120322
PCDHB16	ENSG00000272674
SLC25A39	ENSG00000013306
NINJ2	ENSG00000171840
PCDHB9	ENSG00000177839
PCDHB10	ENSG00000120324
PCDHB11	ENSG00000197479
TMEM132C	ENSG00000181234
PCDHB12	ENSG00000120328
OR6C65	ENSG00000205328
PCDHB13	ENSG00000187372
ATG101	ENSG00000123395
PCDHB14	ENSG00000120327
PCDHB18P	ENSG00000146001
PCDHB19P	ENSG00000262096
PCDHB15	ENSG00000113248
TAF7	ENSG00000178913
PNMA8C	ENSG00000277531
CLEC12B	ENSG00000256660
SLC25A2	ENSG00000120329
FXYD3	ENSG00000089356
RHBG	ENSG00000132677
TAF9	ENSG00000273841
OR10AD1	ENSG00000172640
TAS2R20	ENSG00000255837
TAFA2	ENSG00000198673
Y_RNA	ENSG00000201339
RNU6-511P	ENSG00000200366
HMGN1P7	ENSG00000239614
STX19	ENSG00000178750
CARNS1	ENSG00000172508
DHFR2	ENSG00000178700
HNRNPA0	ENSG00000177733
PKD2L2-DT	ENSG00000250159
NSUN3	ENSG00000178694
MYOT	ENSG00000120729
TMDD1	ENSG00000284730
ZNF384	ENSG00000126746
RBBP4P2	ENSG00000242457
BCAS2P1	ENSG00000255051
MIR9-1	ENSG00000207933
MEX3A	ENSG00000254726
ANKRD42-DT	ENSG00000247137
CYP4X1	ENSG00000186377
ARL13B	ENSG00000169379
PCF11-AS1	ENSG00000269939
GRN	ENSG00000030582
CYP4Z1	ENSG00000186160
ANKRD42	ENSG00000137494
PKD2L2	ENSG00000078795
TUBAP9	ENSG00000225154
CYP4A22-AS1	ENSG00000225506
MTND1P34	ENSG00000225514
LINC00853	ENSG00000224805
PDZK1IP1	ENSG00000162366
LINC01389	ENSG00000225762
FOXE3	ENSG00000186790
FOXD2-AS1	ENSG00000237424
VHLL	ENSG00000189030
LRRC52	ENSG00000162763
IGSF3	ENSG00000143061
CKS1BP4	ENSG00000255541
RPL32P24	ENSG00000241020
PCF11	ENSG00000165494
IK	ENSG00000113141
OLFM2	ENSG00000105088
HNRNPCL1	ENSG00000179172
GLUL	ENSG00000135821
PODNL1	ENSG00000132000
SLC6A12	ENSG00000111181
ATP5MG	ENSG00000167283
FAM171A2	ENSG00000161682
OR52E8	ENSG00000183269
BTBD18	ENSG00000233436
RPL7L1P5	ENSG00000267634
SPTY2D1OS	ENSG00000247595
ITGA2B	ENSG00000005961
C19orf85	ENSG00000283567
RPL35AP8	ENSG00000235787
SHC2	ENSG00000129946
VIPR1	ENSG00000114812
SYT8	ENSG00000149043
NUDT19	ENSG00000213965
THSD8	ENSG00000284491
MEX3D	ENSG00000181588
PPM1N	ENSG00000213889
NTMT2	ENSG00000203740
CCDC90B	ENSG00000137500
RN7SL258P	ENSG00000240589
SYNRG	ENSG00000275066
ELAVL4	ENSG00000162374
CERS1	ENSG00000223802
ATP6AP1L	ENSG00000205464
