GO root	GO id	GO name	value	pval
BP	GO:0034622	cellular protein-containing complex assembly	283	1.0
BP	GO:0039506	modulation by virus of host molecular function	2	1.0
BP	GO:2001135	regulation of endocytic recycling	3	1.0
BP	GO:0042755	eating behavior	6	1.0
BP	GO:0001803	regulation of type III hypersensitivity	2	1.0
BP	GO:0021773	striatal medium spiny neuron differentiation	3	1.0
BP	GO:0007171	activation of transmembrane receptor protein tyrosine kinase activity	6	1.0
BP	GO:0034105	positive regulation of tissue remodeling	15	1.0
BP	GO:0031133	regulation of axon diameter	1	1.0
BP	GO:0051560	mitochondrial calcium ion homeostasis	6	1.0
BP	GO:0030836	positive regulation of actin filament depolymerization	2	1.0
BP	GO:2001168	positive regulation of histone H2B ubiquitination	3	1.0
BP	GO:0045986	negative regulation of smooth muscle contraction	6	1.0
BP	GO:0071442	positive regulation of histone H3-K14 acetylation	2	1.0
BP	GO:0044793	negative regulation by host of viral process	4	1.0
BP	GO:0051584	regulation of dopamine uptake involved in synaptic transmission	6	1.0
BP	GO:0045823	positive regulation of heart contraction	8	1.0
BP	GO:0032225	regulation of synaptic transmission, dopaminergic	10	1.0
BP	GO:0000422	autophagy of mitochondrion	21	1.0
BP	GO:0031397	negative regulation of protein ubiquitination	33	1.0
BP	GO:0070862	negative regulation of protein exit from endoplasmic reticulum	4	1.0
BP	GO:0030970	retrograde protein transport, ER to cytosol	9	1.0
BP	GO:0032413	negative regulation of ion transmembrane transporter activity	27	1.0
BP	GO:0099519	dense core granule cytoskeletal transport	2	1.0
BP	GO:1903849	positive regulation of aorta morphogenesis	1	1.0
BP	GO:2000557	regulation of immunoglobulin production in mucosal tissue	1	1.0
BP	GO:0060236	regulation of mitotic spindle organization	24	1.0
BP	GO:0060717	chorion development	1	1.0
BP	GO:0032278	positive regulation of gonadotropin secretion	3	1.0
BP	GO:0002343	peripheral B cell selection	1	1.0
BP	GO:0072262	metanephric glomerular mesangial cell proliferation involved in metanephros development	1	1.0
BP	GO:0007051	spindle organization	66	1.0
BP	GO:0050805	negative regulation of synaptic transmission	20	1.0
BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	14	1.0
BP	GO:0038002	endocrine signaling	1	1.0
BP	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	11	1.0
BP	GO:0046110	xanthine metabolic process	2	1.0
BP	GO:0050951	sensory perception of temperature stimulus	2	1.0
BP	GO:1903749	positive regulation of establishment of protein localization to mitochondrion	35	1.0
BP	GO:0043489	RNA stabilization	19	1.0
BP	GO:0021747	cochlear nucleus development	2	1.0
BP	GO:1902746	regulation of lens fiber cell differentiation	1	1.0
BP	GO:0010591	regulation of lamellipodium assembly	15	1.0
BP	GO:0071248	cellular response to metal ion	75	1.0
BP	GO:0071461	cellular response to redox state	2	1.0
BP	GO:0007398	ectoderm development	3	1.0
BP	GO:0002821	positive regulation of adaptive immune response	61	1.0
BP	GO:1902229	regulation of intrinsic apoptotic signaling pathway in response to DNA damage	20	1.0
BP	GO:0031453	positive regulation of heterochromatin assembly	2	1.0
BP	GO:2000825	positive regulation of androgen receptor activity	2	1.0
BP	GO:0050976	detection of mechanical stimulus involved in sensory perception of touch	1	1.0
BP	GO:0097343	ripoptosome assembly	1	1.0
BP	GO:0061550	cranial ganglion development	4	1.0
BP	GO:0090579	dsDNA loop formation	4	1.0
BP	GO:0043307	eosinophil activation	1	1.0
BP	GO:0097428	protein maturation by iron-sulfur cluster transfer	1	1.0
BP	GO:1905589	positive regulation of L-arginine import across plasma membrane	1	1.0
BP	GO:0090043	regulation of tubulin deacetylation	4	1.0
BP	GO:0050718	positive regulation of interleukin-1 beta secretion	16	1.0
BP	GO:0006999	nuclear pore organization	3	1.0
BP	GO:0044334	canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition	2	1.0
BP	GO:1901663	quinone biosynthetic process	2	1.0
BP	GO:0002476	antigen processing and presentation of endogenous peptide antigen via MHC class Ib	5	1.0
BP	GO:0060537	muscle tissue development	34	1.0
BP	GO:1903613	regulation of protein tyrosine phosphatase activity	1	1.0
BP	GO:1904569	regulation of selenocysteine incorporation	1	1.0
BP	GO:0072593	reactive oxygen species metabolic process	31	1.0
BP	GO:0002913	positive regulation of lymphocyte anergy	2	1.0
BP	GO:0051712	positive regulation of killing of cells of other organism	5	1.0
BP	GO:2000815	regulation of mRNA stability involved in response to oxidative stress	1	1.0
BP	GO:0032387	negative regulation of intracellular transport	26	1.0
BP	GO:0010667	negative regulation of cardiac muscle cell apoptotic process	9	1.0
BP	GO:1990641	response to iron ion starvation	1	1.0
BP	GO:0044843	cell cycle G1/S phase transition	67	1.0
BP	GO:1900275	negative regulation of phospholipase C activity	1	1.0
BP	GO:1990966	ATP generation from poly-ADP-D-ribose	2	1.0
BP	GO:0051205	protein insertion into membrane	4	1.0
BP	GO:0046655	folic acid metabolic process	1	1.0
BP	GO:2000616	negative regulation of histone H3-K9 acetylation	1	1.0
BP	GO:2000494	positive regulation of interleukin-18-mediated signaling pathway	1	1.0
BP	GO:0006434	seryl-tRNA aminoacylation	1	1.0
BP	GO:0043990	histone H2A-S1 phosphorylation	1	1.0
BP	GO:1904353	regulation of telomere capping	13	1.0
BP	GO:0002755	MyD88-dependent toll-like receptor signaling pathway	17	1.0
BP	GO:1903860	negative regulation of dendrite extension	1	1.0
BP	GO:0009127	purine nucleoside monophosphate biosynthetic process	12	1.0
BP	GO:0033627	cell adhesion mediated by integrin	10	1.0
BP	GO:0071726	cellular response to diacyl bacterial lipopeptide	2	1.0
BP	GO:0072714	response to selenite ion	1	1.0
BP	GO:0002038	positive regulation of L-glutamate import across plasma membrane	1	1.0
BP	GO:1905099	positive regulation of guanyl-nucleotide exchange factor activity	1	1.0
BP	GO:0090188	negative regulation of pancreatic juice secretion	1	1.0
BP	GO:0001797	negative regulation of type IIa hypersensitivity	1	1.0
BP	GO:0051261	protein depolymerization	6	1.0
BP	GO:1904867	protein localization to Cajal body	1	1.0
BP	GO:0006949	syncytium formation	6	1.0
BP	GO:2000473	positive regulation of hematopoietic stem cell migration	2	1.0
BP	GO:2000351	regulation of endothelial cell apoptotic process	25	1.0
BP	GO:0001811	negative regulation of type I hypersensitivity	1	1.0
BP	GO:0002839	positive regulation of immune response to tumor cell	8	1.0
BP	GO:0032227	negative regulation of synaptic transmission, dopaminergic	2	1.0
BP	GO:0052170	negative regulation by symbiont of host innate immune response	1	1.0
BP	GO:0035481	positive regulation of Notch signaling pathway involved in heart induction	1	1.0
BP	GO:0086019	cell-cell signaling involved in cardiac conduction	1	1.0
BP	GO:1902624	positive regulation of neutrophil migration	14	1.0
BP	GO:1904628	cellular response to phorbol 13-acetate 12-myristate	2	1.0
BP	GO:0019674	NAD metabolic process	12	1.0
BP	GO:0045084	positive regulation of interleukin-12 biosynthetic process	5	1.0
BP	GO:1902218	regulation of intrinsic apoptotic signaling pathway in response to osmotic stress	4	1.0
BP	GO:0043268	positive regulation of potassium ion transport	13	1.0
BP	GO:0097009	energy homeostasis	12	1.0
BP	GO:0034637	cellular carbohydrate biosynthetic process	8	1.0
BP	GO:0044501	modulation of signal transduction in other organism	1	1.0
BP	GO:0090071	negative regulation of ribosome biogenesis	1	1.0
BP	GO:1904595	positive regulation of termination of RNA polymerase II transcription	1	1.0
BP	GO:0072106	regulation of ureteric bud formation	3	1.0
BP	GO:0000097	sulfur amino acid biosynthetic process	2	1.0
BP	GO:0035330	regulation of hippo signaling	1	1.0
BP	GO:0046677	response to antibiotic	135	1.0
BP	GO:0071428	rRNA-containing ribonucleoprotein complex export from nucleus	4	1.0
BP	GO:1900240	negative regulation of phenotypic switching	2	1.0
BP	GO:2000006	regulation of metanephric comma-shaped body morphogenesis	1	1.0
BP	GO:0001866	NK T cell proliferation	1	1.0
BP	GO:0045911	positive regulation of DNA recombination	24	1.0
BP	GO:0035089	establishment of apical/basal cell polarity	7	1.0
BP	GO:0046016	positive regulation of transcription by glucose	2	1.0
BP	GO:0043457	regulation of cellular respiration	13	1.0
BP	GO:0048560	establishment of anatomical structure orientation	1	1.0
BP	GO:2000369	regulation of clathrin-dependent endocytosis	10	1.0
BP	GO:0099515	actin filament-based transport	3	1.0
BP	GO:0032891	negative regulation of organic acid transport	8	1.0
BP	GO:1902363	regulation of protein localization to spindle pole body	1	1.0
BP	GO:2000266	regulation of blood coagulation, intrinsic pathway	1	1.0
BP	GO:0048104	establishment of body hair or bristle planar orientation	1	1.0
BP	GO:1901256	regulation of macrophage colony-stimulating factor production	2	1.0
BP	GO:1904960	positive regulation of cytochrome-c oxidase activity	1	1.0
BP	GO:0032890	regulation of organic acid transport	17	1.0
BP	GO:0006555	methionine metabolic process	2	1.0
BP	GO:0042401	cellular biogenic amine biosynthetic process	3	1.0
BP	GO:0086103	G protein-coupled receptor signaling pathway involved in heart process	4	1.0
BP	GO:0034032	purine nucleoside bisphosphate metabolic process	12	1.0
BP	GO:0071493	cellular response to UV-B	2	1.0
BP	GO:0008340	determination of adult lifespan	8	1.0
BP	GO:1903179	regulation of dopamine biosynthetic process	2	1.0
BP	GO:2001204	regulation of osteoclast development	3	1.0
BP	GO:0036414	histone citrullination	1	1.0
BP	GO:1904762	positive regulation of myofibroblast differentiation	1	1.0
BP	GO:0051806	entry into cell of other organism involved in symbiotic interaction	45	1.0
BP	GO:0090611	ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway	5	1.0
BP	GO:1902455	negative regulation of stem cell population maintenance	1	1.0
BP	GO:0003199	endocardial cushion to mesenchymal transition involved in heart valve formation	2	1.0
BP	GO:0050953	sensory perception of light stimulus	26	1.0
BP	GO:0010753	positive regulation of cGMP-mediated signaling	1	1.0
BP	GO:0007631	feeding behavior	18	1.0
BP	GO:0003008	system process	315	1.0
BP	GO:0060136	embryonic process involved in female pregnancy	2	1.0
BP	GO:0021842	chemorepulsion involved in interneuron migration from the subpallium to the cortex	1	1.0
BP	GO:2000272	negative regulation of signaling receptor activity	13	1.0
BP	GO:0060008	Sertoli cell differentiation	2	1.0
BP	GO:0019614	catechol-containing compound catabolic process	1	1.0
BP	GO:1905166	negative regulation of lysosomal protein catabolic process	1	1.0
BP	GO:2001028	positive regulation of endothelial cell chemotaxis	7	1.0
BP	GO:0018196	peptidyl-asparagine modification	5	1.0
BP	GO:0045002	double-strand break repair via single-strand annealing	1	1.0
BP	GO:0031550	positive regulation of brain-derived neurotrophic factor receptor signaling pathway	1	1.0
BP	GO:0021965	spinal cord ventral commissure morphogenesis	1	1.0
BP	GO:1903055	positive regulation of extracellular matrix organization	9	1.0
BP	GO:0021540	corpus callosum morphogenesis	1	1.0
BP	GO:0090116	C-5 methylation of cytosine	3	1.0
BP	GO:1902931	negative regulation of alcohol biosynthetic process	6	1.0
BP	GO:1905335	regulation of aggrephagy	1	1.0
BP	GO:0038163	thrombopoietin-mediated signaling pathway	3	1.0
BP	GO:0048265	response to pain	2	1.0
BP	GO:0031665	negative regulation of lipopolysaccharide-mediated signaling pathway	2	1.0
BP	GO:0003408	optic cup formation involved in camera-type eye development	2	1.0
BP	GO:2001258	negative regulation of cation channel activity	13	1.0
BP	GO:1901509	regulation of endothelial tube morphogenesis	3	1.0
BP	GO:0007628	adult walking behavior	8	1.0
BP	GO:0036303	lymph vessel morphogenesis	2	1.0
BP	GO:0032310	prostaglandin secretion	2	1.0
BP	GO:0097101	blood vessel endothelial cell fate specification	2	1.0
BP	GO:1903636	regulation of protein import into mitochondrial outer membrane	1	1.0
BP	GO:0006458	'de novo' protein folding	12	1.0
BP	GO:0045682	regulation of epidermis development	26	1.0
BP	GO:0042851	L-alanine metabolic process	1	1.0
BP	GO:0045590	negative regulation of regulatory T cell differentiation	3	1.0
BP	GO:0099175	regulation of postsynapse organization	37	1.0
BP	GO:0090735	DNA repair complex assembly	3	1.0
BP	GO:0071313	cellular response to caffeine	3	1.0
BP	GO:0034284	response to monosaccharide	49	1.0
BP	GO:0002031	G protein-coupled receptor internalization	7	1.0
BP	GO:1903546	protein localization to photoreceptor outer segment	1	1.0
BP	GO:0036150	phosphatidylserine acyl-chain remodeling	3	1.0
BP	GO:0051895	negative regulation of focal adhesion assembly	7	1.0
BP	GO:1903003	positive regulation of protein deubiquitination	2	1.0
BP	GO:0000281	mitotic cytokinesis	31	1.0
BP	GO:1900060	negative regulation of ceramide biosynthetic process	2	1.0
BP	GO:1901082	positive regulation of relaxation of smooth muscle	1	1.0
BP	GO:1902235	regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	13	1.0
BP	GO:0006433	prolyl-tRNA aminoacylation	1	1.0
BP	GO:0045003	double-strand break repair via synthesis-dependent strand annealing	2	1.0
BP	GO:0045415	negative regulation of interleukin-8 biosynthetic process	1	1.0
BP	GO:2000561	regulation of CD4-positive, alpha-beta T cell proliferation	4	1.0
BP	GO:1903845	negative regulation of cellular response to transforming growth factor beta stimulus	30	1.0
BP	GO:2000527	regulation of myeloid dendritic cell chemotaxis	1	1.0
BP	GO:0048742	regulation of skeletal muscle fiber development	5	1.0
BP	GO:0046888	negative regulation of hormone secretion	20	1.0
BP	GO:0072385	minus-end-directed organelle transport along microtubule	2	1.0
BP	GO:1904179	positive regulation of adipose tissue development	2	1.0
BP	GO:2000571	regulation of interleukin-4-dependent isotype switching to IgE isotypes	1	1.0
BP	GO:0042989	sequestering of actin monomers	1	1.0
BP	GO:0006622	protein targeting to lysosome	7	1.0
BP	GO:0034329	cell junction assembly	53	1.0
BP	GO:0001192	maintenance of transcriptional fidelity during DNA-templated transcription elongation	1	1.0
BP	GO:0061115	lung proximal/distal axis specification	1	1.0
BP	GO:0060784	regulation of cell proliferation involved in tissue homeostasis	1	1.0
BP	GO:0045069	regulation of viral genome replication	42	1.0
BP	GO:0010642	negative regulation of platelet-derived growth factor receptor signaling pathway	4	1.0
BP	GO:0042816	vitamin B6 metabolic process	1	1.0
BP	GO:0060381	positive regulation of single-stranded telomeric DNA binding	1	1.0
BP	GO:2000707	positive regulation of dense core granule biogenesis	1	1.0
BP	GO:0032611	interleukin-1 beta production	4	1.0
BP	GO:0009132	nucleoside diphosphate metabolic process	17	1.0
BP	GO:0033210	leptin-mediated signaling pathway	7	1.0
BP	GO:0051957	positive regulation of amino acid transport	3	1.0
BP	GO:0000430	regulation of transcription from RNA polymerase II promoter by glucose	1	1.0
BP	GO:1901142	insulin metabolic process	3	1.0
BP	GO:0045967	negative regulation of growth rate	1	1.0
BP	GO:0001547	antral ovarian follicle growth	2	1.0
BP	GO:0060967	negative regulation of gene silencing by RNA	10	1.0
BP	GO:0071257	cellular response to electrical stimulus	3	1.0
BP	GO:1990117	B cell receptor apoptotic signaling pathway	1	1.0
BP	GO:1904294	positive regulation of ERAD pathway	5	1.0
BP	GO:1903122	negative regulation of TRAIL-activated apoptotic signaling pathway	1	1.0
BP	GO:0007045	cell-substrate adherens junction assembly	9	1.0
BP	GO:0031946	regulation of glucocorticoid biosynthetic process	2	1.0
BP	GO:0006447	regulation of translational initiation by iron	2	1.0
BP	GO:0060766	negative regulation of androgen receptor signaling pathway	6	1.0
BP	GO:0002666	positive regulation of T cell tolerance induction	5	1.0
BP	GO:0070666	regulation of mast cell proliferation	1	1.0
BP	GO:0038109	Kit signaling pathway	1	1.0
BP	GO:0050747	positive regulation of lipoprotein metabolic process	1	1.0
BP	GO:0038110	interleukin-2-mediated signaling pathway	9	1.0
BP	GO:0002347	response to tumor cell	2	1.0
BP	GO:0090265	positive regulation of immune complex clearance by monocytes and macrophages	1	1.0
BP	GO:0060750	epithelial cell proliferation involved in mammary gland duct elongation	4	1.0
BP	GO:1905049	negative regulation of metallopeptidase activity	1	1.0
BP	GO:0032438	melanosome organization	4	1.0
BP	GO:2000010	positive regulation of protein localization to cell surface	8	1.0
